RecordNo,endtime,qweek,is_confident,gender,age,region,household_children,employment_status,trust_Vac,worried_COVID,worried_VacSide,believe_VacEffect,freq_facemask,freq_handSanitizer,freq_avoidppl,freq_avoidHospital,freq_avoidCrowd,will_isolate,feel_worried,covid_is_dangerous,will_get_covid,social_outdoors,social_indoors,freq_avoidMixOthers,freq_avoidOvernight,freq_avoidTraveling,had_covid,vac_boost_beyond,covid_impact_future,work_outside,has_disease,vac_mandatory
42471,2022-01-06 06:42:00,44,True,Male,20,Alberta,None,Unemployed,2,3,4,4,5,5,5,4,5,Yes,No,6,2,No,No,5,5,5,,,,,No,Yes
42472,2022-01-06 07:32:00,44,True,Male,21,Ontario,None,Full time employment,2,1,3,3,5,5,5,5,5,Yes,No,4,1,No,Yes,5,5,5,,,,Yes,No,Yes
42473,2022-01-06 08:06:00,44,False,Male,47,Saskatchewan,1 or 2,Full time employment,3,3,1,5,5,5,5,4,5,Yes,Yes,5,6,No,Yes,4,5,5,,,,No,Yes,Yes
42474,2022-01-06 09:44:00,44,False,Male,21,Ontario,1 or 2,Unemployed,0,1,5,1,1,2,1,1,1,No,Yes,1,7,Yes,Yes,4,1,1,,,,,No,No
42475,2022-01-06 12:13:00,44,False,Male,44,Ontario,1 or 2,Full time employment,1,5,5,3,5,3,5,5,5,Yes,No,7,4,No,No,1,5,3,,,,Yes,No,No
42476,2022-01-06 12:45:00,44,True,Male,28,Ontario,1 or 2,Full time employment,3,2,3,4,5,4,5,4,5,No,Yes,5,6,No,No,4,4,3,,,,Yes,No,Yes
42477,2022-01-06 13:21:00,44,True,Male,53,Ontario,None,Unemployed,1,3,3,3,5,4,5,4,5,Yes,No,5,5,No,No,5,5,5,,,,,Yes,Yes
42478,2022-01-06 13:46:00,44,False,Male,25,Ontario,None,Full time employment,2,1,5,2,5,3,5,2,3,Yes,No,2,7,No,No,2,5,3,,,,Yes,Yes,No
42479,2022-01-06 13:57:00,44,True,Male,54,Ontario,1 or 2,Full time employment,3,3,2,5,5,5,5,4,5,Yes,No,7,3,No,No,3,3,4,,,,No,Yes,Yes
42480,2022-01-06 23:49:00,44,True,Male,36,Ontario,None,Full time employment,3,4,2,4,1,4,5,5,4,Yes,No,5,4,No,No,4,5,5,,,,No,No,Yes
42481,2022-01-06 14:39:00,44,False,Male,47,Ontario,More than 3,Full time employment,1,1,1,1,5,5,5,5,5,Yes,Yes,2,7,No,No,5,5,5,,,,No,Yes,No
42482,2022-01-06 15:02:00,44,True,Male,24,Ontario,1 or 2,Full time employment,2,3,3,3,4,2,2,3,2,Yes,No,2,4,Yes,Yes,4,4,3,,,,Yes,Yes,Yes
42483,2022-01-06 15:47:00,44,False,Male,33,Manitoba,1 or 2,Other,2,4,2,4,5,5,5,5,5,Yes,Yes,4,4,No,No,5,5,5,,,,,No,Yes
42484,2022-01-06 16:53:00,44,False,Male,29,Ontario,None,Full time employment,0,5,1,1,1,1,1,1,1,No,Yes,1,1,No,Yes,1,1,1,,,,Yes,Yes,No
42485,2022-01-06 19:02:00,44,False,Male,49,Ontario,None,Not working,0,3,5,1,5,4,5,5,5,Yes,Yes,5,4,No,No,4,5,4,,,,,Yes,No
42486,2022-01-06 19:21:00,44,False,Male,25,Ontario,None,Unemployed,2,3,2,4,5,4,5,4,5,Yes,No,3,4,No,No,5,4,4,,,,,No,Yes
42487,2022-01-06 20:50:00,44,True,Male,49,Alberta,None,Unemployed,3,4,3,5,5,4,3,3,3,Yes,No,5,3,No,No,3,4,3,,,,,Yes,Yes
42488,2022-01-06 21:43:00,44,False,Male,28,Alberta,More than 3,Full time employment,2,1,1,4,5,2,5,1,1,No,No,1,1,No,Yes,1,1,1,,,,Yes,No,No
42489,2022-01-06 21:44:00,44,True,Male,42,British Columbia / Colombie Britanique,More than 3,Full time employment,0,3,5,2,5,4,5,4,5,Yes,No,4,4,No,No,4,2,4,,,,Yes,No,No
42490,2022-01-06 22:54:00,44,False,Male,53,Alberta,None,Full time employment,2,4,2,3,5,3,5,4,4,Yes,No,7,5,No,No,4,5,5,,,,Yes,Yes,Yes
42491,2022-01-06 23:01:00,44,True,Male,49,Manitoba,More than 3,Other,2,2,2,2,5,4,5,5,4,Yes,No,6,3,Yes,No,4,5,5,,,,,Yes,Yes
42492,2022-01-06 23:17:00,44,True,Male,50,Ontario,None,Part time employment,2,3,2,4,5,5,5,4,5,Yes,No,4,4,No,Yes,4,4,3,,,,Yes,Yes,Yes
42493,2022-01-06 23:19:00,44,False,Male,36,Ontario,None,Full time employment,2,3,3,3,5,5,4,4,2,Yes,No,4,3,No,Yes,4,4,4,,,,No,No,Yes
42494,2022-01-06 23:34:00,44,False,Male,37,Alberta,None,Full time employment,0,2,2,2,5,4,3,5,5,Yes,Yes,4,7,Yes,No,4,5,4,,,,Yes,No,Yes
42495,2022-01-06 23:44:00,44,False,Male,51,Ontario,1 or 2,Full time employment,2,1,5,1,3,3,5,1,1,No,No,1,7,No,No,1,1,1,,,,No,No,No
42496,2022-01-07 00:32:00,44,True,Male,49,Alberta,More than 3,Unemployed,3,1,1,5,5,5,5,5,5,No,No,7,1,No,No,5,5,5,,,,,No,Yes
42497,2022-01-07 01:14:00,44,True,Male,50,Manitoba,None,Full time employment,2,3,2,2,5,5,5,5,4,Yes,No,4,3,No,No,5,5,5,,,,Yes,No,Yes
42498,2022-01-07 01:56:00,44,True,Male,24,British Columbia / Colombie Britanique,None,Part time employment,2,1,1,5,5,5,5,5,5,Yes,No,3,3,No,No,4,5,5,,,,No,No,Yes
42499,2022-01-07 07:40:00,44,True,Male,22,Alberta,More than 3,Full time student,2,2,3,3,5,3,5,3,5,Yes,No,6,5,No,No,3,1,2,,,,,No,Yes
42500,2022-01-07 04:04:00,44,False,Male,27,Ontario,None,Full time employment,0,2,4,2,5,5,4,5,5,Yes,Yes,6,3,No,No,4,5,4,,,,Yes,No,No
42501,2022-01-07 04:27:00,44,True,Male,30,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,1,2,1,5,5,5,5,5,Yes,No,7,7,No,No,5,5,5,,,,Yes,No,Yes
42502,2022-01-07 04:42:00,44,True,Male,41,Nunavut,None,Unemployed,3,5,3,5,5,5,5,5,5,Yes,No,7,7,No,No,5,5,5,,,,,No,Yes
42503,2022-01-07 06:13:00,44,True,Male,50,Ontario,None,Not working,2,2,4,5,5,4,4,5,5,Yes,Yes,5,7,No,No,3,4,5,,,,,Yes,Yes
42504,2022-01-07 07:11:00,44,True,Male,46,British Columbia / Colombie Britanique,None,Not working,2,5,5,5,5,5,5,5,4,Yes,Yes,7,4,No,No,5,5,5,,,,,Yes,No
42506,2022-01-09 01:03:00,44,False,Male,51,Alberta,1 or 2,Retired,0,1,5,3,5,5,5,1,5,Yes,Prefer not to say,7,7,No,No,5,1,5,,,,,Yes,No
42507,2022-01-07 10:15:00,44,True,Male,36,Ontario,None,Part time employment,1,5,5,3,5,4,5,3,5,Yes,No,7,7,No,No,4,3,5,,,,Yes,No,No
42508,2022-01-07 13:18:00,44,True,Male,35,Ontario,None,Full time employment,3,4,1,5,5,3,5,5,5,Yes,No,6,5,No,No,4,4,5,,,,No,Yes,Yes
42510,2022-01-07 15:23:00,44,True,Male,40,Ontario,Prefer not to say,Full time student,1,3,5,4,5,5,5,5,5,Yes,No,6,1,No,No,5,5,4,,,,,No,No
42511,2022-01-07 16:13:00,44,False,Female,23,Quebec / Québec,None,Full time employment,2,4,3,3,5,5,5,1,3,Yes,Yes,4,5,No,No,4,4,5,,,,Yes,Yes,Yes
42512,2022-01-07 16:17:00,44,False,Male,65,Alberta,None,Full time employment,3,3,4,1,5,5,1,2,4,Yes,Yes,7,3,Yes,No,5,4,4,,,,Yes,No,Yes
42513,2022-01-07 16:18:00,44,False,Male,57,Manitoba,None,Retired,0,2,5,3,5,5,5,5,5,No,No,3,5,No,No,5,5,5,,,,,No,No
42514,2022-01-07 16:20:00,44,False,Male,59,Ontario,None,Not working,1,5,5,3,5,5,5,5,5,Yes,Yes,7,4,No,No,5,5,5,,,,,Yes,Yes
42515,2022-01-07 16:22:00,44,True,Male,61,Quebec / Québec,None,Retired,2,3,2,2,5,5,5,5,5,Yes,No,7,3,No,No,5,5,5,,,,,,Yes
42516,2022-01-07 16:24:00,44,False,Female,49,Ontario,1 or 2,Full time employment,3,3,1,5,5,5,5,5,5,Not sure,No,1,6,No,No,5,5,4,,,,Yes,Yes,Yes
42517,2022-01-07 16:24:00,44,False,Male,76,Quebec / Québec,None,Retired,3,5,1,5,5,1,5,5,5,Yes,No,7,1,No,No,5,5,5,,,,,,Yes
42518,2022-01-07 16:38:00,44,False,Female,23,Quebec / Québec,None,Full time student,2,5,3,3,5,2,5,5,5,Yes,Yes,2,4,No,No,5,5,5,,,,,,Yes
42519,2022-01-07 16:43:00,44,True,Male,78,Quebec / Québec,None,Retired,3,4,1,2,5,5,5,3,5,Yes,No,7,2,Yes,Yes,5,4,4,,,,,,Yes
42520,2022-01-07 16:44:00,44,False,Female,29,British Columbia / Colombie Britanique,1 or 2,Other,1,1,4,2,5,3,5,5,4,Yes,No,7,2,No,No,3,4,3,,,,,No,No
42521,2022-01-07 16:45:00,44,True,Female,49,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,3,1,5,5,5,5,1,1,No,No,4,2,No,No,5,5,5,,,,Yes,No,Yes
42523,2022-01-07 16:48:00,44,True,Male,40,Quebec / Québec,More than 3,Part time employment,3,3,3,2,5,5,5,5,5,Yes,No,4,5,Yes,No,5,5,5,,,,Yes,No,Yes
42524,2022-01-07 16:48:00,44,False,Female,26,Alberta,1 or 2,Not working,2,5,5,5,5,5,5,4,5,Yes,Yes,6,1,No,No,4,5,5,,,,,Yes,Yes
42525,2022-01-07 16:51:00,44,False,Female,34,Quebec / Québec,None,Unemployed,1,3,5,3,5,5,5,3,4,Yes,Yes,4,5,Yes,No,3,4,1,,,,,,No
42526,2022-01-07 16:51:00,44,True,Female,36,Alberta,None,Full time employment,2,4,2,4,5,2,5,3,5,Yes,Yes,2,5,No,No,4,5,5,,,,No,Yes,Yes
42527,2022-01-07 16:52:00,44,False,Female,20,Quebec / Québec,1 or 2,Full time student,0,1,5,3,4,5,3,5,2,Not sure,Yes,1,4,No,No,2,3,3,,,,,,No
42528,2022-01-07 16:52:00,44,True,Female,72,Prince Edward Island / Île-du-Prince-Édouard,None,Retired,3,3,4,4,5,5,5,5,5,Yes,No,2,5,No,No,4,5,5,,,,,Yes,Yes
42529,2022-01-07 16:53:00,44,False,Female,42,British Columbia / Colombie Britanique,1 or 2,Full time employment,0,1,5,1,5,5,5,5,5,Yes,Yes,1,1,No,No,5,5,5,,,,No,No,No
42530,2022-01-07 16:54:00,44,False,Female,39,Ontario,More than 3,Full time employment,3,3,1,2,5,5,5,4,4,Yes,Yes,4,4,No,Yes,4,5,4,,,,No,Yes,Yes
42531,2022-01-07 16:55:00,44,False,Female,34,Alberta,1 or 2,Full time employment,1,2,5,2,5,3,5,4,5,Yes,Yes,5,4,No,No,4,5,4,,,,Yes,No,Yes
42532,2022-01-07 17:09:00,44,False,Male,68,Ontario,None,Retired,3,5,2,2,5,5,5,5,4,Yes,Prefer not to say,7,4,Yes,No,5,5,5,,,,,Yes,Yes
42533,2022-01-07 17:10:00,44,True,Male,61,Alberta,None,Unemployed,2,2,4,1,5,2,1,3,4,Yes,No,2,3,No,Yes,3,5,5,,,,,Yes,No
42534,2022-01-07 17:10:00,44,True,Female,62,Ontario,None,Unemployed,3,2,2,4,5,5,5,5,5,Yes,Yes,3,1,No,No,5,5,5,,,,,Yes,Yes
42535,2022-01-07 17:16:00,44,True,Female,56,Ontario,None,Part time employment,3,2,2,5,5,2,5,5,5,Yes,Yes,7,3,No,No,5,5,5,,,,No,Yes,Yes
42536,2022-01-07 17:18:00,44,True,Female,76,New Brunswick / Nouveau-Brunswick,None,Retired,3,4,1,5,5,5,5,5,5,Yes,No,6,3,No,No,5,5,5,,,,,Yes,Yes
42537,2022-01-07 17:19:00,44,False,Female,40,Ontario,More than 3,Full time employment,2,4,5,4,5,5,5,5,5,Yes,Yes,4,6,No,No,5,5,5,,,,Yes,No,Yes
42538,2022-01-07 17:19:00,44,True,Male,70,Ontario,1 or 2,Other,3,2,1,1,5,4,5,5,5,Yes,No,4,7,No,No,5,5,5,,,,,Yes,Yes
42539,2022-01-07 17:19:00,44,False,Female,61,Nova Scotia / Nouvelle-Écosse,More than 3,Part time employment,1,3,3,3,5,5,5,5,5,Yes,No,3,3,No,No,5,5,5,,,,Yes,Yes,No
42540,2022-01-07 17:21:00,44,False,Male,30,British Columbia / Colombie Britanique,None,Full time employment,0,1,5,1,1,1,1,1,1,Not sure,No,1,1,No,Yes,1,1,1,,,,Yes,No,No
42541,2022-01-07 17:28:00,44,True,Female,60,Ontario,None,Retired,3,4,2,4,5,5,5,5,4,Yes,No,5,3,No,No,4,4,4,,,,,Yes,Yes
42542,2022-01-07 17:36:00,44,True,Female,65,Ontario,None,Retired,2,3,3,5,5,4,5,5,5,Yes,Yes,3,4,No,No,5,5,5,,,,,Yes,Yes
42543,2022-01-07 17:38:00,44,False,Female,61,Ontario,None,Full time employment,1,5,5,4,5,5,1,5,5,Not sure,Yes,7,6,No,No,4,5,5,,,,Yes,Yes,Yes
42544,2022-01-07 17:39:00,44,False,Female,68,Alberta,1 or 2,Retired,3,3,1,1,5,4,5,5,4,Yes,Yes,4,5,No,Yes,4,4,4,,,,,No,Yes
42545,2022-01-07 17:48:00,44,True,Female,59,Ontario,None,Retired,2,2,4,4,5,4,5,5,5,Yes,No,1,4,No,No,5,5,5,,,,,No,Yes
42546,2022-01-07 18:10:00,44,False,Male,18,British Columbia / Colombie Britanique,None,Full time student,2,4,3,2,5,5,5,5,3,Yes,No,4,5,No,No,5,5,5,,,,,Yes,Yes
42547,2022-01-07 18:42:00,44,False,Male,31,British Columbia / Colombie Britanique,None,Full time employment,2,4,2,3,5,5,5,5,5,Yes,No,2,4,No,No,5,5,5,,,,Yes,No,Yes
42548,2022-01-07 18:49:00,44,False,Female,43,British Columbia / Colombie Britanique,None,Full time student,0,3,5,1,5,5,5,5,5,Yes,No,7,4,No,No,5,5,5,,,,,Yes,No
42550,2022-01-07 21:05:00,44,True,Male,46,British Columbia / Colombie Britanique,More than 3,Not working,2,5,2,4,5,5,4,4,3,Yes,Yes,7,1,Yes,No,3,4,3,,,,,Yes,Yes
42552,2022-01-07 23:12:00,44,False,Male,21,British Columbia / Colombie Britanique,None,Other,2,5,2,5,5,3,4,4,4,No,Yes,1,3,No,Yes,3,4,4,,,,,No,Yes
42553,2022-01-08 01:53:00,44,False,Male,23,Alberta,None,Full time employment,2,1,2,5,4,2,2,1,1,No,Yes,1,1,No,Yes,4,1,2,,,,Yes,No,No
42554,2022-01-09 03:02:00,44,False,Male,42,Ontario,1 or 2,Full time employment,1,3,3,3,5,4,3,5,4,No,Yes,4,7,No,Yes,3,5,1,,,,No,Yes,No
42555,2022-01-08 03:19:00,44,True,Male,19,Ontario,None,Part time employment,2,4,2,5,5,5,5,5,5,Yes,Yes,7,1,No,No,3,3,4,,,,Yes,No,Yes
42556,2022-01-08 17:04:00,44,False,Male,28,Ontario,None,Part time employment,0,1,1,5,5,4,5,5,4,Yes,Yes,2,3,Yes,Yes,5,5,5,,,,No,Yes,Yes
42557,2022-01-08 04:24:00,44,True,Male,21,British Columbia / Colombie Britanique,None,Part time employment,2,4,2,4,5,4,5,2,5,Yes,No,6,7,No,No,5,5,4,,,,Yes,Yes,Yes
42558,2022-01-08 05:37:00,44,True,Male,40,Ontario,None,Other,2,4,4,4,5,2,5,3,5,Yes,No,7,1,No,No,5,5,5,,,,,Yes,Yes
42559,2022-01-08 05:43:00,44,True,Male,21,Alberta,More than 3,Full time employment,2,3,4,4,5,5,3,3,4,Yes,Yes,6,1,Yes,Yes,3,2,3,,,,Yes,Yes,Yes
42560,2022-01-08 05:48:00,44,True,Male,26,British Columbia / Colombie Britanique,None,Other,2,4,5,5,5,5,5,5,5,Yes,No,6,3,No,No,5,5,5,,,,,Yes,Yes
42561,2022-01-08 05:58:00,44,False,Male,38,Ontario,1 or 2,Full time employment,2,5,4,4,4,4,4,4,4,No,Yes,7,7,No,No,4,4,4,,,,No,Yes,Yes
42562,2022-01-08 07:47:00,44,True,Male,53,Ontario,None,Full time employment,2,2,1,2,5,3,5,5,5,Yes,No,2,7,No,No,4,5,2,,,,No,Yes,Yes
42563,2022-01-08 09:26:00,44,False,Male,41,Ontario,None,Unemployed,0,1,5,1,4,3,1,1,1,No,Yes,1,1,Yes,Yes,1,1,1,,,,,Yes,No
42564,2022-01-08 11:15:00,44,True,Male,49,Manitoba,None,Not working,2,3,4,4,5,4,4,4,4,Yes,Yes,5,1,No,No,4,5,4,,,,,Yes,Yes
42566,2022-01-08 15:52:00,44,True,Male,35,British Columbia / Colombie Britanique,1 or 2,Full time employment,2,5,4,5,5,4,4,5,4,Yes,No,7,6,No,No,4,4,5,,,,Yes,No,Yes
42567,2022-01-08 16:00:00,44,True,Male,26,Ontario,None,Full time employment,3,3,2,2,5,5,5,5,3,Not sure,No,2,5,No,No,3,4,3,,,,Yes,No,Yes
42568,2022-01-09 23:52:00,44,True,Male,42,Manitoba,1 or 2,Full time employment,3,5,5,5,5,5,5,2,4,Yes,No,7,7,No,No,3,4,2,,,,No,No,Yes
42569,2022-01-11 09:31:00,45,False,Female,26,Quebec / Québec,None,Full time employment,0,2,5,2,4,5,5,1,3,Yes,Yes,2,3,No,No,3,4,5,,,,Yes,,No
42570,2022-01-11 09:38:00,45,False,Male,21,Ontario,None,Full time student,2,2,2,3,4,3,5,5,4,Yes,Yes,1,2,No,No,3,4,2,,,,,No,No
42571,2022-01-11 09:43:00,45,True,Male,72,Saskatchewan,None,Retired,3,5,5,5,5,5,5,5,5,Yes,Yes,7,6,No,No,5,5,5,,,,,Yes,Yes
42572,2022-01-11 09:48:00,45,True,Male,51,Ontario,None,Retired,1,3,3,3,5,5,5,5,5,Yes,No,4,4,No,No,5,5,5,,,,,No,Yes
42573,2022-01-11 09:57:00,45,True,Male,52,New Brunswick / Nouveau-Brunswick,1 or 2,Full time employment,3,2,3,2,5,5,5,5,5,Yes,No,4,4,No,No,5,5,5,,,,Yes,Yes,Yes
42574,2022-01-11 10:01:00,45,False,Female,60,Ontario,None,Not working,1,4,5,3,5,5,5,4,5,Yes,Yes,7,4,No,No,5,5,5,,,,,Yes,No
42575,2022-01-11 10:25:00,45,True,Male,26,Ontario,None,Part time employment,2,1,3,4,5,4,5,5,4,Yes,No,1,1,Yes,No,4,4,4,,,,Yes,No,Yes
42576,2022-01-11 10:26:00,45,True,Female,50,Quebec / Québec,None,Other,3,4,2,5,5,5,5,5,5,Yes,Yes,3,4,No,No,5,5,5,,,,,,Yes
42577,2022-01-11 11:02:00,45,False,Female,65,Quebec / Québec,None,Part time employment,2,3,1,4,5,5,4,5,5,Yes,No,2,4,No,No,5,5,5,,,,Yes,,Yes
42578,2022-01-11 11:06:00,45,True,Male,60,Alberta,None,Full time employment,2,3,3,4,5,5,5,5,5,Yes,No,5,5,No,No,5,5,5,,,,Yes,Yes,Yes
42579,2022-01-11 11:19:00,45,False,Male,60,Quebec / Québec,None,Retired,2,5,3,5,5,5,1,3,3,Yes,No,7,7,No,No,5,5,1,,,,,,Yes
42580,2022-01-11 11:19:00,45,True,Female,67,Quebec / Québec,None,Full time employment,2,3,2,2,5,5,5,5,4,Yes,Prefer not to say,7,1,No,No,3,5,4,,,,Yes,Yes,Yes
42581,2022-01-11 11:22:00,45,True,Female,61,Ontario,More than 3,Retired,2,2,2,2,5,5,5,5,5,No,Prefer not to say,5,5,No,No,4,5,5,,,,,Yes,Yes
42582,2022-01-11 11:25:00,45,True,Male,72,Ontario,1 or 2,Retired,3,5,4,5,5,5,5,5,5,No,No,7,7,No,No,4,5,5,,,,,Yes,Yes
42583,2022-01-11 11:55:00,45,True,Male,44,Saskatchewan,None,Full time employment,3,1,1,5,5,5,5,5,5,Yes,No,2,1,No,No,5,5,5,,,,Yes,Yes,No
42586,2022-01-11 12:09:00,45,True,Female,69,Quebec / Québec,None,Retired,2,5,5,5,5,5,5,5,5,Yes,Yes,7,4,No,No,5,5,5,,,,,,Yes
42587,2022-01-11 12:10:00,45,False,Male,39,Quebec / Québec,1 or 2,Full time employment,2,5,5,1,4,2,5,1,3,Yes,No,4,4,No,No,3,2,5,,,,Yes,,No
42588,2022-01-11 12:33:00,45,False,Female,27,Quebec / Québec,More than 3,Part time employment,2,3,3,4,5,5,5,2,3,Yes,Yes,4,4,No,No,4,4,5,,,,Yes,,Yes
42589,2022-01-11 12:41:00,45,True,Female,61,Quebec / Québec,None,Not working,2,3,3,3,5,5,5,5,5,Yes,No,3,5,No,No,5,5,5,,,,,,No
42590,2022-01-11 12:43:00,45,True,Female,68,Ontario,None,Full time employment,2,4,3,3,5,5,5,5,4,Yes,No,6,5,No,No,5,5,5,,,,No,No,Yes
42591,2022-01-11 12:43:00,45,False,Female,64,Quebec / Québec,None,Retired,2,5,5,2,5,5,5,5,5,Yes,No,3,3,No,No,5,5,5,,,,,,Yes
42592,2022-01-11 12:44:00,45,False,Female,25,Quebec / Québec,None,Full time student,0,3,5,3,5,5,5,5,5,Yes,No,1,4,No,No,5,5,5,,,,,,No
42593,2022-01-11 12:44:00,45,True,Female,73,Quebec / Québec,None,Retired,3,5,1,5,5,5,5,4,5,Yes,No,7,7,No,No,5,5,5,,,,,,Yes
42594,2022-01-11 12:44:00,45,False,Female,50,Quebec / Québec,None,Not working,2,5,5,5,5,5,5,5,5,Yes,Prefer not to say,1,1,No,No,5,5,5,,,,,,No
42595,2022-01-11 12:50:00,45,True,Female,67,Quebec / Québec,None,Part time employment,2,3,1,3,5,5,5,1,5,Yes,No,4,3,No,No,5,5,5,,,,Yes,,Yes
42596,2022-01-11 13:02:00,45,True,Female,57,Quebec / Québec,None,Part time employment,2,2,1,3,5,5,5,5,5,Yes,No,3,1,No,Yes,4,5,5,,,,No,,No
42597,2022-01-11 13:03:00,45,True,Female,43,Quebec / Québec,1 or 2,Full time employment,2,3,2,3,5,5,5,5,5,Yes,Yes,4,6,No,No,5,5,5,,,,Yes,,No
42598,2022-01-11 13:07:00,45,False,Male,64,Ontario,None,Retired,1,3,4,3,5,5,5,5,5,Not sure,No,5,5,No,No,5,5,5,,,,,No,No
42599,2022-01-11 13:12:00,45,False,Female,21,Quebec / Québec,None,Full time student,0,5,5,5,1,3,1,1,1,No,No,1,7,No,Yes,1,1,1,,,,,,No
42600,2022-01-11 13:24:00,45,True,Male,65,Quebec / Québec,None,Retired,3,4,1,1,5,5,5,5,5,No,No,6,1,No,No,5,5,5,,,,,,Yes
42601,2022-01-11 13:42:00,45,True,Male,68,Quebec / Québec,None,Retired,3,3,1,4,5,4,5,5,5,Yes,No,5,5,No,No,5,5,5,,,,,,Yes
42602,2022-01-11 13:44:00,45,False,Male,65,Alberta,None,Retired,3,3,1,5,5,2,5,5,5,Yes,No,4,5,No,No,5,5,5,,,,,Yes,Yes
42603,2022-01-11 13:55:00,45,True,Female,47,Quebec / Québec,1 or 2,Not working,1,3,4,4,4,4,4,5,5,Yes,No,4,4,No,Yes,3,5,5,,,,,,No
42604,2022-01-11 13:56:00,45,False,Male,69,Saskatchewan,None,Retired,2,3,4,3,1,2,5,5,5,Yes,No,4,4,No,No,5,5,5,,,,,Yes,Yes
42605,2022-01-11 14:44:00,45,True,Male,52,Quebec / Québec,1 or 2,Full time employment,2,2,1,4,5,5,5,5,5,No,No,2,2,No,No,4,5,4,,,,Yes,No,No
42606,2022-01-12 16:16:00,45,False,Female,52,Quebec / Québec,None,Not working,2,3,4,3,5,5,5,4,4,Yes,No,4,3,No,No,5,5,5,,,,,,Yes
42607,2022-01-11 14:17:00,45,True,Female,64,British Columbia / Colombie Britanique,None,Retired,1,3,2,4,5,4,5,5,4,Yes,No,4,4,No,No,4,4,5,,,,,No,Yes
42608,2022-01-11 14:26:00,45,True,Male,32,Ontario,None,Full time employment,2,3,3,3,5,5,5,5,5,Yes,No,5,5,No,No,5,5,5,,,,No,No,Yes
42609,2022-01-11 14:26:00,45,True,Female,63,Ontario,None,Retired,3,3,1,4,5,5,5,5,5,Yes,No,7,5,No,No,5,5,4,,,,,No,Yes
42610,2022-01-11 14:27:00,45,False,Male,59,Quebec / Québec,None,Part time employment,2,5,1,4,5,5,5,5,5,No,Yes,4,4,No,No,5,5,5,,,,Yes,,Yes
42611,2022-01-11 14:27:00,45,True,Female,67,British Columbia / Colombie Britanique,None,Retired,3,3,3,4,5,5,5,4,5,Yes,No,7,4,No,No,5,5,5,,,,,Yes,Yes
42612,2022-01-11 14:27:00,45,False,Female,42,Quebec / Québec,None,Full time employment,1,2,3,1,5,4,5,1,2,Yes,No,3,6,No,No,5,1,5,,,,No,,No
42613,2022-01-11 14:34:00,45,False,Female,46,Quebec / Québec,None,Full time employment,2,1,3,3,1,4,1,5,3,No,No,1,4,No,No,1,5,5,,,,No,,No
42614,2022-01-11 14:41:00,45,False,Male,66,Quebec / Québec,1 or 2,Retired,2,1,1,5,5,5,5,5,5,Yes,No,2,1,Yes,No,5,5,5,,,,,,Yes
42615,2022-01-11 14:43:00,45,False,Female,49,Quebec / Québec,None,Retired,2,2,3,3,5,4,5,4,5,Yes,No,5,3,No,No,4,5,5,,,,,Yes,Yes
42616,2022-01-11 14:46:00,45,True,Male,55,Saskatchewan,None,Full time employment,1,2,3,3,5,5,5,4,4,Yes,No,2,4,No,No,5,5,4,,,,Yes,Yes,No
42617,2022-01-11 14:47:00,45,False,Male,63,Quebec / Québec,None,Retired,2,5,2,3,5,5,5,2,4,Yes,No,1,1,No,No,5,4,3,,,,,,Yes
42618,2022-01-11 14:50:00,45,False,Male,75,Ontario,None,Retired,0,1,5,1,5,5,5,5,5,Yes,No,1,1,No,No,5,5,5,,,,,Yes,No
42619,2022-01-11 14:51:00,45,True,Female,65,Quebec / Québec,None,Retired,3,4,2,5,5,5,5,5,4,Yes,No,5,5,No,No,5,5,4,,,,,,Yes
42620,2022-01-11 14:51:00,45,False,Female,41,Ontario,1 or 2,Full time employment,3,3,1,4,5,5,5,5,4,Yes,No,5,7,No,No,4,4,5,,,,Yes,Yes,No
42621,2022-01-11 14:52:00,45,False,Female,63,Quebec / Québec,None,Part time employment,0,1,5,1,5,4,4,3,3,No,No,1,1,No,Yes,3,3,2,,,,No,,No
42622,2022-01-11 14:55:00,45,True,Male,71,Ontario,None,Part time employment,2,2,2,4,5,5,5,5,5,Yes,No,4,4,No,No,5,5,5,,,,Yes,Yes,Yes
42623,2022-01-11 14:57:00,45,False,Female,38,Quebec / Québec,1 or 2,Full time employment,1,3,4,2,5,5,5,3,5,Yes,No,6,5,Yes,No,4,5,5,,,,No,,No
42624,2022-01-11 14:58:00,45,False,Female,73,Ontario,None,Retired,2,5,3,4,5,5,5,5,5,Yes,Yes,7,7,No,No,5,5,4,,,,,Yes,Yes
42625,2022-01-11 14:58:00,45,False,Male,38,Quebec / Québec,None,Retired,0,1,5,1,1,1,1,1,1,Yes,Yes,1,6,No,Yes,1,1,1,,,,,,No
42626,2022-01-11 15:02:00,45,False,Female,86,British Columbia / Colombie Britanique,None,Retired,0,3,5,1,2,1,3,5,5,Not sure,No,3,4,No,No,2,2,2,,,,,Yes,No
42627,2022-01-11 15:07:00,45,True,Female,60,Quebec / Québec,None,Retired,2,4,3,4,5,4,5,5,5,Yes,No,7,5,No,No,5,5,5,,,,,,Yes
42628,2022-01-11 15:14:00,45,False,Female,43,Manitoba,1 or 2,Full time employment,0,3,5,2,5,5,5,5,4,Yes,No,4,4,No,No,5,5,5,,,,Yes,No,No
